ProtID,Tminus30,T0,T15,T30,T45,T60,T90,T150,T210,T330
P29072,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.03,0.27
O31669,0.01,0.01,0.00,0.00,0.01,0.02,0.09,0.27,0.38,0.94
Q08788,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.10
P12046,0.01,0.01,0.01,0.01,0.07,0.10,0.16,0.09,0.16,1.06
Q45675,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05
P04990,0.01,0.00,0.00,0.00,0.01,0.04,0.12,0.14,0.26,0.52
Q45549,0.01,0.00,2.84,,0.02,0.00,0.30,0.22,0.42,0.70
O32259,0.01,0.01,0.01,0.01,0.03,0.04,0.06,0.07,0.10,0.44
P42085,0.01,0.00,0.01,0.02,0.05,0.07,0.12,0.06,0.09,0.78
P45707,0.01,0.00,,,,,,,,
P39846,0.01,0.01,0.01,0.02,0.01,0.01,0.03,0.02,0.02,0.07
P28819,0.01,0.01,0.01,0.01,0.03,0.06,0.17,0.15,0.24,0.78
O35004,0.01,0.01,0.11,0.09,0.03,0.13,12110.00,0.01,0.03,0.07
P42318,0.01,0.01,0.01,0.00,0.01,0.03,0.05,0.15,0.27,1.02
P27623,0.01,0.01,0.02,0.06,0.08,0.13,0.25,0.14,0.39,0.64
O34589,0.01,0.01,0.00,0.01,0.01,0.01,0.02,0.05,0.15,1.94
O31617,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.07,0.71
O35044,0.01,,0.14,,,0.02,0.07,,,
O31666,0.01,0.01,0.01,0.01,0.02,0.03,0.06,0.21,0.39,1.38
P94417,0.01,0.01,0.00,0.01,0.01,0.02,0.05,0.07,0.17,0.52
O31663,0.01,0.00,0.00,0.00,0.01,0.01,0.04,0.17,0.35,1.52
P39576,0.01,0.01,0.01,0.01,0.02,0.05,0.09,0.15,0.24,0.99
P39214,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.14
P25993,0.01,0.00,0.01,0.05,0.08,0.09,0.09,0.17,0.41,1.21
P39209,0.01,0.03,0.01,0.00,0.00,0.03,0.01,0.01,0.01,0.19
Q02112,0.01,0.00,0.01,0.00,0.01,0.01,0.01,0.06,0.04,0.34
P25053,0.01,0.00,0.06,0.01,0.02,0.01,0.03,0.03,0.08,1.15
O32022,0.01,0.01,0.01,0.00,0.02,0.03,0.05,0.08,0.11,1.00
O06752,0.01,,,,,,,,,70.22
P39912,0.01,0.01,0.00,0.01,0.03,0.09,0.20,0.21,0.34,0.95
P54421,0.01,0.01,0.01,0.00,0.01,0.02,0.04,0.15,0.33,2.00
O34833,0.01,0.01,0.00,0.00,0.00,0.01,0.02,0.03,0.06,0.33
P54423,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.35
P54576,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.13
P39215,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.23
P23454,0.01,0.01,0.01,0.01,0.00,0.01,0.02,0.03,0.04,0.24
P40404,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.00,,
O34889,0.01,0.03,0.02,0.00,0.00,0.01,0.01,0.01,0.00,0.02
A8HU21,0.01,0.02,0.01,0.01,0.02,0.08,0.03,0.03,0.05,0.92
P23453,0.01,0.00,0.00,0.02,0.01,0.01,0.01,0.01,0.03,0.20
P23448,0.01,0.02,0.01,0.01,0.03,0.02,0.03,0.03,0.04,0.20
P80861,0.00,0.01,0.00,0.00,0.01,0.02,0.04,0.06,0.10,0.75
P05645,0.00,0.00,0.01,0.01,0.01,0.03,0.06,0.08,0.15,0.55
P28264,0.00,0.00,0.01,0.01,0.04,0.03,0.06,0.09,0.16,0.88
P39752,0.00,,0.01,0.05,0.06,,0.02,0.02,0.05,0.30
P39845,0.00,0.01,0.00,0.01,0.01,0.08,0.01,0.01,0.01,0.15
A3F3G4,0.00,0.01,0.01,0.00,0.02,0.04,0.14,0.12,0.21,0.99
P94498,0.00,0.00,0.01,0.01,0.03,0.03,0.06,0.12,0.20,1.14
A3F3G5,0.00,0.00,0.00,0.00,0.01,0.04,0.15,0.13,0.23,0.92
O34347,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.10,0.20,1.13
O32101,0.00,0.01,0.02,0.02,0.01,0.01,0.03,0.02,0.08,1.55
P00497,0.00,0.01,0.01,0.02,0.07,0.09,0.15,0.06,0.10,1.13
O06714,0.00,0.03,0.00,0.00,0.02,1.25,0.61,0.04,0.88,0.67
P37946,0.00,0.01,0.00,0.00,0.01,0.02,0.05,0.10,0.19,0.90
P32399,0.00,,0.07,0.13,0.09,0.13,0.06,0.15,0.19,1.30
O31662,0.00,0.01,0.01,0.00,0.01,0.01,0.06,0.26,0.54,1.53
P42062,0.00,0.00,0.00,0.00,0.02,0.01,0.01,0.00,0.04,0.11
P80858,0.00,0.01,0.01,0.01,0.01,0.03,0.06,0.06,0.16,0.69
Q9KWZ1,0.00,0.00,0.00,0.01,0.03,0.05,0.09,0.08,0.17,1.18
O34939,0.00,0.01,0.01,0.04,0.05,0.09,0.08,0.07,0.12,0.65
P32732,0.00,0.00,0.19,0.19,0.01,1916.00,0.26,0.24,4090.00,0.88
O31631,0.00,0.00,0.00,0.00,0.01,0.02,0.05,0.19,0.32,1.37
P28015,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.21
P25994,0.00,0.01,0.01,0.02,0.08,0.07,0.07,0.14,0.39,1.26
P45861,0.00,0.04,0.01,1.02,0.02,0.02,0.02,0.04,0.07,0.45
P39666,0.00,0.00,0.00,0.00,0.02,0.04,0.09,0.15,0.21,0.91
P18185,0.00,0.00,0.01,0.00,0.01,0.01,0.02,0.18,0.35,1.47
O31618,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.09,0.74
O34399,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.07,0.57
O31667,0.00,0.02,0.01,0.02,0.01,0.02,0.05,0.15,0.27,1.47
P12049,0.00,0.00,0.01,0.02,0.09,0.13,0.24,0.14,0.17,0.60
O34774,0.00,0.00,0.03,0.00,0.01,0.02,0.02,0.01,0.02,0.15
Q08787,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13
O34434,0.00,0.00,0.01,0.00,0.01,0.01,0.01,0.03,0.00,0.00
P18186,0.00,0.01,0.01,0.00,0.01,0.01,0.02,0.55,0.91,1.59
O32144,0.00,,,,,,,,,
P94459,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.09
P94565,0.00,0.01,0.00,0.00,0.01,0.03,0.06,0.06,0.12,0.65
P39812,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.05,0.56
O32157,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.05
O05413,0.00,0.01,0.01,0.01,0.05,0.06,0.08,0.12,0.17,
P23447,0.00,0.01,0.00,0.01,0.00,0.01,0.01,0.01,0.02,0.24
P53558,0.00,0.00,0.01,0.02,0.01,0.01,0.03,0.02,0.05,0.42
O31620,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.04,0.11,0.83
O31787,0.00,0.00,0.00,0.00,,0.00,0.01,0.01,,0.76
P45740,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.10,1.51
P42063,0.00,0.04,0.00,0.00,0.02,0.00,0.00,0.00,0.00,
P27206,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14
P39738,0.00,0.00,0.02,0.03,0.02,0.01,0.02,0.01,0.03,1.00
O34633,0.00,0.00,0.01,0.00,0.01,0.02,0.04,0.05,0.12,0.85
O34861,0.00,0.00,0.00,0.00,0.01,0.00,0.07,0.37,0.76,2.81
P39802,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,0.03,0.25
P42245,0.00,,,2.24,,,,0.02,,
O07605,0.00,0.00,0.00,0.01,0.09,0.16,0.25,0.39,0.50,1.18
P53557,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.04,0.61
P45931,0.00,0.01,,0.01,0.00,,,0.01,,0.05
P17865,0.00,0.00,0.00,0.00,0.01,0.03,0.08,0.10,0.17,0.70
O34857,0.00,0.00,0.02,0.04,0.18,0.24,0.32,0.32,0.36,1.14
P37251,0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.07,0.17,0.88
O32188,0.00,0.00,0.00,0.01,0.00,0.00,0.02,0.03,0.07,0.79
P53556,0.00,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.05,0.48
P45742,0.00,0.01,,,,,,0.00,0.00,
P12042,0.00,0.00,0.01,0.01,0.08,0.11,0.17,0.11,0.18,1.09
O07521,0.00,0.01,0.01,0.02,0.02,0.04,0.06,0.06,0.12,0.69
O05253,0.00,0.07,0.24,0.04,0.03,0.05,0.05,0.05,0.08,0.12
P23446,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.24
O32014,0.00,,,,,,,,,
O31437,0.00,,0.01,0.02,0.08,0.02,0.01,0.01,0.00,0.16
P37253,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.05,0.11,0.59
P39630,0.00,,,,,,,,,
P80877,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.18,1.09
O31668,0.00,0.05,0.03,0.08,0.04,0.04,0.15,0.25,0.47,0.97
P45744,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.72
O34366,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17
P54159,0.00,0.03,0.02,0.01,0.01,0.00,0.02,0.02,0.04,0.61
O31632,0.00,0.01,0.01,0.00,0.01,0.01,0.04,0.12,0.24,1.40
P37252,0.00,0.00,0.01,0.00,0.01,0.03,0.06,0.06,0.18,0.87
O31611,0.00,0.09,0.01,0.05,0.10,0.04,0.11,0.08,0.12,0.82
P54523,0.00,0.12,0.10,0.09,0.07,0.08,0.07,0.05,0.11,0.84
P54471,0.00,0.07,0.14,,0.07,0.11,0.04,0.15,,1.62
P02968,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17
Q04747,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19
O05254,0.00,0.00,,,,,,,,
O07591,0.00,0.00,0.00,0.00,0.02,0.00,,,0.00,0.00
P39740,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.15,,
P96501,0.00,0.02,0.02,0.02,0.03,0.01,0.06,0.02,0.03,0.48
C0SPB1,0.00,8.52,1.27,5.09,0.30,5.13,,0.29,5.85,4.97
P94583,0.00,0.00,0.01,,0.01,,,,,
O32265,0.00,,,,,0.33,,,,
O34864,0.00,0.00,0.03,0.01,0.01,0.02,0.06,0.33,0.73,4.61
O34772,0.00,0.00,0.00,0.00,0.00,,,,,
A3F3D2,0.00,,,,,,,,,
P54480,0.00,0.03,,0.06,,0.06,0.05,0.03,0.11,0.78
O34362,0.00,0.02,0.02,0.02,0.01,0.01,0.03,0.08,0.24,1.90
O34709,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.00,0.00
P54723,0.00,,,,,,,,,
A3F3G6,0.00,0.01,0.01,0.00,0.01,0.04,0.19,0.16,0.15,0.80
P71040,0.00,,,,0.01,,0.25,,,
O31752,0.00,,,,,,,,,
P39588,0.00,,,,,0.02,,0.14,,
P39753,0.00,0.00,0.01,0.03,0.01,0.00,,0.01,0.13,
P54459,0.00,0.00,0.00,0.00,0.09,0.11,,,0.08,0.94
O31461,0.00,0.00,0.00,0.03,0.01,0.03,0.05,0.05,0.16,0.96
P54462,0.00,0.01,0.01,0.03,0.02,0.05,0.06,0.07,0.16,0.95
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
