ProtID,Tminus30,T0,T15,T30,T45,T60,T90,T150,T210,T330
P54532,0.15,0.03,0.10,0.20,0.17,0.21,0.25,0.06,0.05,0.77
O34860,0.15,0.16,0.08,0.14,0.07,0.12,0.10,0.12,0.13,0.58
P52998,0.15,0.09,0.08,0.05,0.08,0.10,0.14,0.16,0.49,0.75
P37455,0.15,0.16,0.12,0.10,0.12,0.12,0.15,0.12,0.20,0.85
O31760,0.15,0.11,0.09,0.09,0.09,0.12,0.15,0.16,0.22,0.89
O34328,0.15,0.30,0.13,0.12,0.11,0.18,0.21,0.21,0.29,0.83
O32175,0.15,0.33,0.06,0.10,0.16,0.30,0.11,0.08,0.13,0.58
P35164,0.15,0.18,0.11,0.03,0.10,0.14,0.13,0.14,0.15,0.38
P94352,0.15,0.14,0.07,,0.09,0.13,0.14,0.09,0.11,0.19
P39761,0.15,0.15,0.07,0.08,0.09,0.13,0.20,0.33,0.41,1.14
Q45477,0.15,0.15,0.09,0.08,0.09,0.11,0.15,0.16,0.21,0.74
Q45585,0.15,0.14,0.12,0.12,0.08,0.10,0.12,0.12,0.09,
O34990,0.15,0.14,0.08,0.08,0.10,0.14,0.25,0.27,0.48,1.48
Q7BVT7,0.15,0.17,0.16,0.13,0.17,0.13,,0.18,0.28,0.93
P37872,0.15,0.42,0.06,0.02,0.09,0.09,1.38,0.10,0.81,2.67
P37529,0.15,0.12,0.14,0.15,,0.11,0.17,,,
P42411,0.15,,0.09,0.06,0.06,0.11,0.11,0.14,,
P54947,0.15,0.20,0.10,0.12,0.15,0.14,0.17,0.14,0.18,0.62
P55872,0.15,0.14,0.11,0.11,0.10,0.10,0.11,0.11,0.20,0.85
Q03522,0.15,0.10,0.08,0.07,0.09,0.11,0.13,0.15,0.27,0.97
P71084,0.15,0.16,0.09,0.08,0.08,0.11,0.10,0.13,0.16,0.83
P39788,0.15,,,,0.07,,,,0.32,
P96615,0.15,0.17,0.10,0.10,0.12,0.12,0.13,0.14,0.19,0.33
O32049,0.15,0.01,0.01,0.01,0.00,0.03,0.01,0.04,0.10,1.48
O31656,0.15,0.12,0.09,0.08,0.11,0.12,0.13,0.15,0.07,0.95
P37585,0.14,0.21,0.10,0.11,0.10,0.13,0.05,0.17,0.23,0.76
P16440,0.14,0.18,0.13,0.10,0.12,0.26,0.20,0.29,0.37,
O06006,0.14,0.14,0.16,0.15,0.11,0.13,0.10,0.15,0.14,0.49
P42305,0.14,0.75,0.38,0.49,0.62,0.56,0.49,0.70,0.98,
O32055,0.14,0.12,0.03,,,,0.06,0.11,0.10,1.10
Q45597,0.14,0.16,0.10,0.06,0.10,0.15,0.36,0.15,0.18,0.67
O31425,0.14,0.19,0.12,0.08,0.07,0.07,0.11,0.08,0.12,0.05
P08064,0.14,0.31,0.06,0.04,0.08,0.68,3.97,0.07,0.08,
O34916,0.14,0.13,0.07,0.08,0.08,0.07,0.11,0.12,0.15,0.71
P40780,0.14,0.15,0.09,0.09,0.09,0.11,0.14,0.23,0.41,0.99
P19079,0.14,0.18,0.10,0.11,0.14,0.24,0.20,0.20,0.23,0.35
O31774,0.14,0.15,0.10,0.09,0.12,0.15,0.17,0.19,0.23,0.75
O32165,0.14,0.14,0.09,0.09,0.09,0.11,0.13,0.16,0.23,0.70
P54476,0.14,0.17,0.07,0.09,0.08,0.14,0.19,0.21,0.24,0.64
P49786,0.14,0.13,0.07,0.07,0.08,0.10,0.10,0.11,0.14,0.59
P08838,0.14,0.16,0.08,0.07,0.08,0.10,0.10,0.11,0.16,0.57
P53560,0.14,0.15,0.09,0.09,0.07,0.14,0.17,0.16,0.26,
P39667,0.14,0.13,0.08,0.07,0.08,0.11,0.10,0.08,0.11,0.56
O31810,0.14,,,,,,,,,
P51833,0.14,0.10,0.09,0.09,0.09,0.11,0.12,0.13,0.18,0.73
O32028,0.14,0.15,0.09,0.12,0.10,0.14,0.18,0.16,0.16,0.73
O05265,0.14,0.16,0.09,0.08,0.08,0.10,0.12,0.15,0.16,0.64
P54479,0.14,0.19,0.12,0.09,0.22,0.25,0.42,0.44,0.61,1.21
P39760,0.13,0.14,0.05,0.04,0.10,0.14,0.15,0.17,0.26,1.00
P94520,0.13,0.15,0.08,0.07,0.07,0.14,0.13,0.18,0.18,
P05654,0.13,0.01,0.02,0.11,0.12,0.07,0.03,0.18,0.51,1.15
P54381,0.13,0.20,0.09,0.10,0.10,0.13,0.22,0.22,0.29,0.86
P94576,0.13,0.05,0.07,0.09,,0.06,,,0.06,
A3F349,0.13,0.15,0.09,0.08,0.08,0.10,0.12,0.16,0.22,1.06
P80698,0.13,0.14,0.11,0.09,0.09,0.11,0.16,0.15,0.20,0.86
P54374,0.13,0.18,0.09,0.07,0.09,0.17,0.20,0.32,0.59,0.85
O32164,0.13,0.16,0.08,0.08,0.07,0.10,0.12,0.16,0.24,0.74
P07343,0.13,0.14,0.08,0.07,0.07,0.09,0.10,0.10,0.12,0.42
P28599,0.13,0.14,0.09,0.09,0.08,0.09,0.12,0.13,0.21,0.73
Q01465,0.13,0.12,0.08,0.07,0.08,0.10,0.14,0.14,0.22,0.84
P06534,0.13,0.01,0.01,0.01,0.06,0.07,0.09,0.09,0.14,0.59
O06724,0.13,0.15,0.07,0.11,0.14,0.13,0.14,0.14,0.14,0.50
P80866,0.13,0.13,0.08,0.08,0.08,0.10,0.12,0.14,0.21,0.74
O34746,0.13,0.14,0.08,0.07,0.09,0.10,0.11,0.10,0.14,0.74
Q02115,0.13,0.13,0.05,0.12,0.04,0.11,0.08,0.15,0.57,0.52
P55180,0.13,0.15,0.08,0.08,0.09,0.12,0.15,0.20,0.25,0.71
O32038,0.13,0.15,0.08,0.08,0.08,0.10,0.11,0.10,0.12,0.39
P13484,0.13,0.23,0.10,0.09,0.12,0.13,0.16,0.18,0.30,0.87
P96605,0.13,0.11,0.12,0.07,0.11,0.14,0.13,0.15,0.20,0.56
P21880,0.13,0.13,0.09,0.08,0.08,0.09,0.13,0.14,0.23,1.05
O34814,0.13,0.09,0.06,0.07,0.07,0.09,0.11,0.18,0.26,1.10
O34629,0.13,0.09,0.08,0.05,0.13,0.10,0.17,0.20,0.27,0.94
O32248,0.13,0.12,0.04,0.02,0.07,0.08,0.94,0.53,0.13,0.32
Q7WY72,0.13,,,,0.09,0.21,0.19,0.23,0.24,0.59
P96704,0.13,,,,0.17,,0.19,0.09,,0.62
P37566,0.12,0.11,0.07,0.07,0.06,0.09,0.09,0.10,0.18,0.04
P08750,0.12,0.10,0.07,0.07,0.08,0.09,0.11,0.18,0.26,1.22
O34580,0.12,0.13,0.09,0.08,0.10,0.11,0.13,0.14,0.20,0.70
P37573,0.12,0.22,0.09,0.08,0.08,0.14,0.18,0.20,0.28,0.59
P37518,0.12,0.14,0.08,0.07,0.08,0.09,0.12,0.15,0.20,0.75
P49787,0.12,0.14,0.07,0.08,0.07,0.09,0.09,0.09,0.12,0.52
O34788,0.12,0.13,0.08,0.07,0.07,0.08,0.10,0.09,0.09,0.28
O07584,0.12,0.10,0.07,0.06,0.07,0.08,0.08,0.09,0.13,0.70
P54460,0.12,0.07,0.08,0.07,0.09,0.12,0.15,0.15,0.27,1.00
P26942,0.12,,,,,,,,,
P12013,0.12,0.22,0.11,0.08,0.16,0.13,0.10,0.18,0.21,0.85
P25151,0.12,0.12,0.05,,,,0.07,0.06,,
O34499,0.12,0.13,0.07,0.07,0.07,0.09,0.11,0.12,0.16,0.60
P37560,0.12,0.15,0.10,0.08,0.13,0.13,0.14,0.19,0.24,1.11
P39610,0.12,0.13,0.11,0.13,0.17,0.23,0.19,0.34,0.53,1.29
P22326,0.12,0.12,0.07,0.07,0.08,0.10,0.11,0.14,0.19,0.75
P70947,0.12,0.12,0.08,0.07,0.05,0.09,0.11,0.16,0.19,0.31
P02394,0.12,0.13,0.08,0.08,0.08,0.08,0.09,0.11,0.16,0.79
O32162,0.12,0.11,0.09,0.08,0.09,0.10,0.11,0.13,0.19,0.73
P37944,0.12,0.10,0.04,0.07,0.12,0.16,,0.26,0.34,1.76
O31716,0.12,0.12,0.07,0.07,0.08,0.09,0.14,0.14,0.19,0.79
A3F364,0.12,0.14,0.08,0.08,0.08,0.10,0.11,0.12,0.16,0.78
P14193,0.12,0.12,0.07,0.07,0.09,0.10,0.13,0.15,0.21,0.94
P54570,0.12,0.14,0.07,0.08,0.08,0.10,0.15,0.16,0.17,0.46
P70974,0.12,0.12,0.08,0.07,0.08,0.07,0.10,0.09,0.17,0.24
O07631,0.12,0.17,0.09,0.09,0.09,0.13,0.15,0.16,0.25,1.08
Q06796,0.12,0.11,0.08,0.08,0.08,0.08,0.09,0.11,0.17,0.76
P28366,0.12,0.10,0.06,0.06,0.07,0.08,0.10,0.10,0.14,0.54
P55874,0.11,0.11,,,0.11,0.00,0.03,0.04,0.06,1.39
P13485,0.11,0.12,0.06,0.06,0.07,0.11,0.12,0.12,0.23,0.85
P71079,0.11,0.11,0.07,0.07,0.08,0.10,0.11,0.12,0.16,0.65
P17922,0.11,0.13,0.06,0.07,0.07,0.09,0.10,0.12,0.18,0.87
P80859,0.11,0.12,0.07,0.07,0.08,0.10,0.13,0.15,0.19,0.62
P37949,0.11,0.11,0.06,0.08,0.08,0.11,0.12,0.16,0.22,0.87
P96616,0.11,0.10,0.01,0.10,0.04,0.08,0.08,0.18,0.08,0.21
Q45063,0.11,0.08,0.05,0.05,0.10,0.06,0.10,0.22,0.37,1.06
P12878,0.11,0.11,0.08,0.07,0.06,0.09,0.10,0.10,0.19,0.87
P19947,0.11,0.11,0.08,0.07,0.06,0.07,0.09,0.11,0.17,0.85
P37551,0.11,0.11,0.08,0.08,0.10,0.17,0.25,0.23,0.34,1.54
P37487,0.11,0.13,0.06,0.06,0.07,0.09,0.13,0.13,0.19,0.84
P17631,0.11,0.10,0.07,0.07,0.07,0.09,0.11,0.14,0.24,0.89
Q45614,0.11,0.10,0.09,0.15,0.08,0.10,0.04,0.17,0.25,1.27
O34725,0.11,0.14,0.05,0.09,0.12,0.10,0.09,0.10,0.96,1.56
O32076,0.11,0.12,0.08,0.07,0.08,0.09,0.10,0.10,0.11,0.15
P54535,0.11,0.12,0.08,0.07,0.08,0.09,0.16,0.38,0.63,1.96
P56849,0.11,0.08,0.17,0.05,0.06,0.05,0.09,0.10,0.18,0.83
P71019,0.11,0.12,0.06,0.06,0.06,0.08,0.08,0.08,0.10,0.52
Q03523,0.11,0.11,0.07,0.06,0.06,0.07,0.10,0.11,0.19,0.95
P28598,0.11,0.11,0.08,0.07,0.08,0.09,0.10,0.11,0.18,0.59
P42108,0.11,0.12,,,,,,0.15,0.26,1.40
P31080,0.11,0.09,0.07,0.06,0.07,0.13,0.18,0.21,0.25,0.84
P20282,0.11,0.11,0.07,0.06,0.06,0.06,0.08,0.10,0.14,0.81
Q01464,0.11,0.11,0.07,0.06,0.06,0.10,0.13,0.11,0.19,0.77
P42923,0.11,0.11,0.07,0.07,0.06,0.07,0.09,0.10,0.16,0.85
P0CI78,0.11,0.36,0.06,0.14,0.06,0.06,0.10,0.08,0.18,0.86
P54389,0.11,0.13,0.08,0.07,0.07,0.10,0.12,0.13,0.20,0.70
O32127,0.11,0.10,0.02,0.05,0.12,0.12,0.15,0.15,0.25,
P54510,0.10,0.05,0.06,0.08,0.08,0.11,0.12,0.12,0.22,0.74
P54170,0.10,0.10,0.07,0.06,0.06,0.08,0.10,0.07,0.15,0.82
Q06797,0.10,0.11,0.09,0.06,0.07,0.08,0.09,0.10,0.17,0.88
P14577,0.10,0.10,0.06,0.06,0.06,0.06,0.09,0.10,0.17,0.90
P37815,0.10,0.08,0.08,0.07,0.02,0.09,0.09,0.08,0.10,0.87
O05394,0.10,0.04,0.04,0.20,0.26,0.27,0.16,0.43,0.57,1.21
O06476,0.10,0.09,0.05,0.03,0.08,0.10,0.15,0.19,0.19,0.78
O34847,0.10,0.16,0.07,0.06,0.08,0.09,0.09,0.12,0.15,0.67
P17921,0.10,0.12,0.07,0.07,0.07,0.09,0.11,0.10,0.13,0.83
O34784,0.10,0.33,0.06,0.03,0.16,0.04,0.06,0.06,0.04,0.34
O34309,0.10,0.09,0.06,0.14,0.06,0.07,0.59,0.12,0.18,0.90
P20277,0.10,0.11,0.07,0.07,0.07,0.08,0.12,0.10,0.17,0.85
O07604,0.10,0.13,0.04,0.08,,0.05,,0.03,,
O32031,0.10,0.12,0.08,0.10,0.10,0.14,0.16,0.20,0.29,0.86
O31488,0.10,,,,,,4.38,0.08,,
P94585,0.10,0.14,0.06,0.11,0.10,0.17,0.17,0.25,0.37,
P54382,0.10,0.12,0.07,0.07,0.09,0.13,0.17,0.16,0.23,1.04
O34872,0.10,0.17,0.10,0.09,0.11,0.11,0.18,0.25,0.33,0.89
O07617,0.10,0.11,0.07,0.06,0.07,0.08,0.08,0.11,0.14,0.73
P39579,0.10,0.07,0.02,0.03,0.03,0.04,0.06,0.06,0.07,0.28
P21468,0.10,0.12,0.08,0.07,0.07,0.09,0.09,0.11,0.17,0.87
P04969,0.10,0.09,0.07,0.07,0.06,0.07,0.09,0.09,0.16,0.83
O06974,0.10,0.08,0.08,0.07,0.08,0.11,0.14,0.18,0.47,
P12875,0.10,0.11,0.07,0.06,0.07,0.08,0.10,0.10,0.15,0.89
P12873,0.10,0.10,0.07,0.06,0.06,0.07,0.09,0.10,0.16,0.83
Q45494,0.10,0.09,0.05,0.04,0.04,0.07,0.08,0.10,0.17,0.60
P21464,0.10,0.13,0.07,0.06,0.06,0.08,0.10,0.10,0.16,0.88
P42400,0.10,0.12,0.13,0.08,,,,,,0.89
P21466,0.10,0.10,0.06,0.06,0.06,0.07,0.10,0.10,0.15,0.80
O31636,0.10,0.10,0.07,0.07,0.08,0.11,0.08,0.09,0.10,0.30
P37437,0.10,0.11,0.07,0.06,0.08,0.08,0.10,0.12,0.19,0.81
O31742,0.10,0.09,0.06,0.06,0.06,0.07,0.08,0.09,0.15,0.81
O05268,0.10,0.10,0.06,0.06,0.06,0.08,0.13,0.13,0.19,0.67
O31848,0.10,0.29,0.08,0.07,0.07,0.18,0.25,0.17,0.17,
P21656,0.10,0.04,0.06,0.06,0.06,0.04,0.14,0.13,0.27,0.81
P21475,0.10,0.10,0.06,0.05,0.05,0.08,0.08,0.11,0.11,0.42
P42924,0.10,0.10,0.07,0.06,0.06,0.08,0.09,0.10,0.15,0.85
O07544,0.10,0.13,0.04,,,,,,,
P12879,0.10,0.11,0.06,0.06,0.06,0.07,0.09,0.10,0.15,0.79
P23630,0.10,0.11,0.05,0.06,0.08,0.12,0.21,0.20,0.30,0.94
O31630,0.10,0.09,0.04,0.05,0.08,0.09,0.10,0.14,0.17,0.75
Q05852,0.10,0.09,0.05,0.06,0.06,0.09,0.08,0.11,0.17,0.82
P21471,0.10,0.11,0.06,0.06,0.06,0.08,0.10,0.11,0.16,0.68
P21469,0.10,0.12,0.06,0.06,0.05,0.07,0.09,0.10,0.16,0.89
O34522,0.10,0.11,0.07,0.07,0.12,0.17,0.18,0.20,0.25,1.64
P37535,0.10,0.05,0.11,0.04,0.12,0.02,0.15,0.06,0.26,0.30
O31751,0.10,0.09,0.05,0.04,0.05,0.07,0.04,0.06,0.13,0.74
P46899,0.10,0.10,0.07,0.07,0.07,0.09,0.10,0.12,0.17,0.86
P54419,0.10,0.10,0.07,0.07,0.08,0.09,0.09,0.12,0.18,0.91
P21472,0.10,0.11,0.08,0.06,0.06,0.08,0.12,0.11,0.18,0.92
C0SP93,0.09,0.11,0.07,0.07,0.08,0.08,0.09,0.09,0.13,0.64
P26908,0.09,0.11,0.07,0.07,0.07,0.08,0.10,0.13,0.18,0.82
P42920,0.09,0.12,0.08,0.06,0.07,0.08,0.08,0.11,0.17,0.86
O34989,0.09,,,,0.03,,,0.10,,0.48
P21467,0.09,0.10,0.06,0.06,0.05,0.07,0.09,0.09,0.15,0.84
P12877,0.09,0.11,0.06,0.07,0.07,0.08,0.11,0.13,0.19,0.94
P39644,0.09,0.13,0.08,0.07,0.08,0.08,0.10,0.09,1.76,0.26
P46898,0.09,0.10,0.07,0.07,0.06,0.07,0.09,0.10,0.16,0.84
P51831,0.09,0.13,0.06,0.06,0.07,0.07,0.09,0.08,0.12,0.64
P12874,0.09,0.13,0.06,0.06,0.06,0.08,0.09,0.10,0.15,0.80
P32081,0.09,0.11,0.06,0.05,0.04,0.06,0.08,0.05,0.07,0.40
O34667,0.09,0.21,0.07,0.08,0.11,0.14,0.22,0.21,0.27,0.60
P21473,0.09,0.09,0.06,0.05,0.06,0.07,0.08,0.10,0.16,0.87
P71088,0.09,0.09,0.05,0.05,0.06,0.06,0.08,0.06,0.06,0.16
P31103,0.09,0.10,0.08,0.05,0.06,0.06,0.07,0.07,0.09,0.30
P21476,0.09,0.09,0.07,0.07,0.06,0.07,0.09,0.10,0.16,0.90
P37490,0.09,0.04,0.04,0.06,0.01,0.24,0.01,0.01,0.01,0.13
Q03223,0.09,0.05,0.04,0.02,0.05,0.04,0.06,0.06,0.15,0.90
P42921,0.09,0.08,0.05,0.05,0.05,0.06,0.08,0.11,0.17,1.17
P37552,0.09,0.06,0.07,0.08,0.11,0.11,0.18,0.17,0.26,0.81
A3F3V8,0.09,0.24,0.10,0.09,0.08,0.08,0.12,0.09,0.22,0.62
P37527,0.09,0.09,0.06,0.06,0.06,0.09,0.09,0.10,0.13,0.59
O32090,0.09,0.18,0.09,0.07,0.07,0.10,0.13,0.10,0.12,0.70
P16336,0.09,0.11,0.05,0.06,0.05,0.08,0.10,0.08,0.14,0.60
P37812,0.09,0.10,0.06,0.05,0.06,0.07,0.09,0.08,0.11,0.62
P55873,0.09,0.09,0.07,0.05,0.06,0.08,0.09,0.10,0.16,0.80
O31703,0.09,0.06,0.05,0.03,0.05,0.07,0.14,0.12,,
P42299,0.09,0.05,0.03,0.06,0.05,0.04,0.06,0.07,0.08,0.17
P14192,0.09,0.07,0.04,0.05,0.06,0.07,0.09,0.12,0.18,0.87
O34759,0.09,0.10,0.05,0.44,0.23,0.13,0.17,0.01,0.21,0.88
P37811,0.09,0.10,0.07,0.05,0.06,0.06,0.07,0.08,0.14,0.65
P54167,0.09,0.10,0.13,0.05,0.08,0.09,0.14,0.17,0.22,0.82
P19946,0.09,0.10,0.05,0.05,0.05,0.06,0.09,0.09,0.12,0.79
P54378,0.09,0.09,0.09,0.07,0.05,0.08,0.09,0.10,0.14,0.36
P05648,0.09,0.09,0.06,0.06,0.09,0.13,0.19,0.16,0.38,1.07
O31712,0.09,0.05,0.04,0.03,0.02,0.04,0.04,0.04,0.04,0.10
P21474,0.09,0.09,0.06,0.06,0.05,0.07,0.08,0.10,0.16,0.77
P94544,0.09,0.14,0.08,0.08,0.08,0.10,0.15,0.15,0.31,1.91
P42919,0.09,0.10,0.07,0.06,0.06,0.07,0.08,0.10,0.15,0.87
P40750,0.09,0.15,0.05,0.20,32.77,0.05,0.14,0.06,0.11,0.62
P54478,0.09,,,,,,,,,
P21470,0.09,0.04,0.06,0.05,0.06,0.07,0.09,0.10,0.17,0.89
P37580,0.09,0.09,0.06,0.04,0.05,0.06,0.10,0.13,0.22,1.07
A0A0A1HAY4,0.09,0.08,0.04,0.04,0.08,,0.05,0.05,0.10,0.54
P21477,0.08,0.10,0.07,0.06,0.06,0.08,0.09,0.12,0.18,0.95
Q45593,0.08,0.08,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.10
P16304,0.08,0.08,0.05,0.05,0.04,0.06,0.09,0.09,0.14,0.62
P37810,0.08,0.07,0.05,0.04,0.05,0.05,0.04,0.08,0.12,0.53
P39126,0.08,0.10,0.05,0.05,0.05,0.07,0.08,0.09,0.11,0.45
P05649,0.08,0.09,0.05,0.06,0.08,0.12,0.16,0.23,0.33,1.09
P54549,0.08,0.09,0.06,0.07,0.08,,0.09,,0.12,
P94556,0.08,,,,0.04,,0.02,,,
O34394,0.08,0.09,0.04,0.03,0.06,0.09,0.10,0.18,,0.99
P37809,0.08,0.08,0.05,0.05,0.05,0.06,0.07,0.07,0.11,0.61
O31501,0.08,0.09,0.05,0.05,0.06,0.07,0.08,0.09,0.12,0.39
P70970,0.08,0.16,,,,,0.11,0.09,0.15,
P21465,0.08,0.09,0.06,0.06,0.06,0.07,0.09,0.10,0.15,0.87
P36948,0.08,,1592.00,,,,,0.15,,19.44
P39640,0.08,0.06,,,,0.03,0.04,0.07,,0.10
P37528,0.08,0.09,0.05,0.06,0.08,0.08,0.08,0.09,0.15,0.73
P05657,0.08,0.08,0.06,0.06,0.05,0.07,0.08,0.11,0.15,0.86
P12669,0.08,0.04,0.03,0.02,0.02,0.03,0.03,0.02,0.03,0.15
O05520,0.08,0.14,0.03,,,0.34,,,,
P37808,0.08,0.09,0.06,0.05,0.05,0.06,0.07,0.07,0.12,0.64
O34691,0.08,0.04,0.04,0.03,0.07,0.18,0.23,0.29,0.53,1.06
O34981,0.08,0.08,0.04,0.05,0.05,0.05,0.09,0.10,0.14,0.62
O32223,0.08,0.06,0.06,0.05,0.05,0.05,0.08,0.08,0.22,0.74
P54470,0.08,0.06,0.05,0.04,0.05,0.06,0.09,0.11,0.16,0.76
P96499,0.08,0.09,0.04,0.02,0.07,0.12,0.10,0.22,0.31,0.90
P42060,0.08,0.11,0.06,0.06,0.07,0.07,0.10,0.11,0.14,1.00
P0CI73,0.08,0.08,0.05,0.05,0.07,0.09,0.10,0.11,0.22,1.05
O34758,0.08,0.08,,0.07,0.08,0.09,,0.09,,
P37814,0.08,0.08,0.05,0.05,0.05,0.06,0.05,0.07,0.11,0.63
C0SP98,0.08,0.06,0.03,0.02,0.02,0.03,0.03,0.03,0.07,0.10
P71067,0.07,0.03,0.04,0.02,0.04,0.01,0.07,0.11,0.08,0.10
P54376,0.07,0.07,0.04,0.04,0.06,0.07,0.07,0.09,0.12,0.50
O31675,0.07,0.15,0.64,20.24,26.06,3.85,0.08,0.15,0.88,
P37887,0.07,0.07,0.04,0.04,0.06,0.07,0.09,0.14,0.21,0.96
O07079,0.07,0.17,0.08,0.03,0.04,0.07,0.05,0.08,0.18,
O34885,0.07,0.47,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.48
P94493,0.07,,,,,,,,,
Q01466,0.07,0.02,0.06,0.03,0.05,0.05,0.08,0.15,0.16,0.80
O31678,0.07,0.05,0.00,0.03,0.03,0.03,0.06,0.05,0.26,0.88
P39822,0.07,,,0.04,0.01,0.03,0.06,,,
O05272,0.07,0.06,6.14,11.46,,0.10,,,,
P23477,0.07,0.07,0.04,0.03,0.03,0.12,0.10,0.40,,0.95
P05306,0.07,0.08,,,0.05,0.05,0.05,0.03,,
P70945,0.07,1.92,0.82,0.42,1.31,1.26,0.66,1.61,3.01,
P54537,0.07,0.11,0.20,0.08,0.10,0.07,0.12,0.32,0.66,1.22
P42963,0.07,3.36,0.06,0.08,0.05,0.09,0.06,0.06,0.19,1.20
P94392,0.07,0.05,0.08,0.04,0.04,0.05,0.05,,0.14,
O32117,0.07,0.08,0.07,0.06,0.05,0.06,0.07,0.09,0.10,0.76
P96715,0.07,,,,,,,,,
P39633,0.07,0.08,0.03,0.05,0.04,0.04,0.08,0.05,0.08,
P32393,0.07,0.03,0.04,,0.04,0.07,,0.13,,
O32233,0.07,0.10,0.03,0.06,0.06,0.09,0.07,0.11,0.24,0.43
O07597,0.07,0.07,0.03,0.03,0.04,0.05,0.07,0.09,0.10,0.34
P39575,0.07,0.09,0.05,0.07,0.06,0.09,0.09,0.08,1.35,0.35
P28612,0.07,0.03,0.01,0.03,0.03,0.04,0.00,0.00,0.03,0.07
P09122,0.07,0.07,0.05,0.06,0.08,0.08,0.10,0.15,0.19,0.94
P21478,0.07,0.05,0.03,0.05,0.06,0.09,0.12,0.11,0.18,1.06
P39641,0.07,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.24
P42239,0.07,,0.02,0.03,1.28,0.06,,0.11,0.11,
O31616,0.07,0.02,0.03,0.01,0.01,0.01,0.02,0.02,0.08,0.80
P54563,0.07,,,0.04,0.03,,,,,0.19
O35019,0.07,0.08,0.08,0.07,0.05,0.11,0.11,0.09,0.11,0.19
P39821,0.07,0.08,0.04,0.05,0.05,0.08,0.11,0.14,0.20,0.86
C0SPB4,0.07,0.07,0.03,0.03,0.04,0.04,0.05,0.06,0.06,0.23
O31570,0.07,0.07,0.04,0.04,0.03,0.05,0.06,0.09,0.12,0.58
P54377,0.07,0.07,0.04,0.04,0.05,0.05,0.07,0.04,0.11,0.43
P71038,0.07,0.06,0.05,0.04,0.05,0.08,0.07,0.08,0.11,
O07587,0.07,0.04,0.04,0.04,0.04,0.05,0.08,0.07,0.12,0.70
Q795Q5,0.06,0.01,,0.01,7.56,7.56,,0.00,,
O34476,0.06,0.13,0.04,0.11,0.07,0.16,0.19,0.21,,0.98
P20166,0.06,0.09,0.05,0.05,0.05,0.05,0.06,0.06,0.09,0.51
O34512,0.06,0.06,0.06,0.05,0.06,0.11,0.12,0.15,0.23,0.80
P29726,0.06,0.08,0.06,0.06,0.08,0.10,0.13,0.12,0.21,1.21
O07575,0.06,,0.04,0.05,,0.07,0.07,,,
A0A0A1HAY0,0.06,,,,,,,0.00,,
P40735,0.06,0.06,0.03,0.04,0.04,0.06,0.09,0.10,0.23,0.00
O31852,0.06,0.00,0.04,0.00,0.00,0.00,0.01,0.01,0.00,0.23
P94592,0.06,0.07,0.02,0.02,0.05,0.04,0.09,0.12,0.16,0.44
P54522,0.06,0.06,0.03,0.03,0.04,0.06,0.08,,0.22,1.08
P94388,0.06,0.09,0.02,0.03,0.03,0.04,0.07,0.05,0.11,0.59
O32119,0.06,0.07,0.02,0.07,0.12,0.11,0.10,0.12,0.13,0.27
O34348,0.06,0.06,0.03,0.03,0.04,0.05,0.07,0.10,0.23,1.30
C0SP94,0.06,0.06,0.04,0.03,0.05,0.06,0.10,0.15,0.31,1.57
P46208,0.06,0.08,0.04,0.03,0.03,0.04,0.04,0.04,0.05,0.27
P42106,0.06,0.06,0.00,9.71,0.01,0.00,0.03,0.01,0.04,0.26
Q04797,0.06,0.06,0.04,0.04,0.05,0.08,0.15,0.19,0.24,0.59
P39911,0.06,,0.03,0.03,0.03,0.07,2.61,0.10,0.16,0.58
O31562,0.06,0.08,0.04,0.03,0.05,0.04,0.05,0.07,0.06,0.25
P80870,0.06,0.07,0.05,0.05,0.04,0.05,0.07,0.07,0.15,0.93
P45913,0.06,0.07,0.04,0.04,0.03,0.04,0.04,0.04,0.06,0.18
P39158,0.06,0.05,0.03,0.04,0.06,0.01,0.07,0.04,0.03,0.09
O34618,0.06,0.03,0.01,0.15,0.01,0.01,0.02,0.03,0.10,0.76
P23715,0.06,0.04,0.03,0.02,0.02,0.03,0.03,0.31,0.53,1.32
P96692,0.06,0.07,0.01,0.02,0.07,0.08,,0.02,0.06,0.13
P54473,0.06,0.03,0.03,0.07,0.09,0.14,0.18,0.17,0.19,0.76
O07020,0.06,0.09,0.03,0.02,0.04,0.06,0.08,0.06,0.09,0.52
O35006,0.06,0.10,0.03,0.04,0.05,0.12,0.08,0.20,0.28,1.03
P26907,0.06,0.04,0.03,0.01,0.01,0.44,0.42,2.32,4.74,10.22
O34876,0.06,0.06,0.04,0.03,0.06,0.06,0.09,0.13,0.19,0.87
O31778,0.06,0.06,0.03,0.03,0.03,0.04,0.03,0.03,0.06,0.59
P39759,0.06,0.06,0.02,0.30,0.05,0.03,,,,
O31684,0.06,0.06,0.01,0.03,0.05,0.05,0.04,0.02,0.07,
P94512,0.06,0.06,0.03,0.03,0.04,0.06,0.09,0.09,0.17,0.80
P42971,0.06,0.10,0.06,0.04,0.03,0.07,0.07,0.09,0.07,0.55
P39765,0.06,0.06,0.23,0.06,0.05,0.08,0.11,0.13,0.27,1.04
