locus_tag,gene,Tminus30,Tminus15,T0,T15,T30,T60,T150,T330,Tminus30_Tminus15,Tminus15_T0,T0_T15,T15_T30,T30_T60,T60_T150,T150_T330
BSU17550,ynaG,-0.752977368,-0.734080666,-0.824701643,-0.257813447,-0.3071788,0.432835468,0.252556118,2.191360339,0,0,0,0,0,0,1
BSU35390,yviE,-0.840833703,-0.734430869,-0.965802976,-0.279842742,-0.174661886,0.475366418,0.450682067,2.06952369,0,0,1,0,0,0,1
BSU40650,yybG,-0.816268288,-0.629811773,-0.739083658,-0.298887806,-0.398404261,0.180238709,0.496923511,2.205293567,0,0,0,0,0,0,1
BSU12410,yjoA,-0.723518144,-0.592642388,-0.783150773,-0.431420931,-0.266019118,-0.062665973,0.667140494,2.192276832,0,0,0,0,0,0,1
BSU28420,ysmA,-0.707688438,-0.309007652,-0.88942869,-0.433121201,-0.439902977,0.167419932,0.359052584,2.252676443,0,0,0,0,0,0,1
BSU33880,yvbJ,-0.679868075,-0.505402398,-0.675896091,-0.434549858,-0.391310028,-0.109834445,0.515176197,2.281684697,0,0,0,0,0,0,1
BSU14500,ykqA,-0.776992158,-0.605233315,-0.823517071,-0.443300536,-0.456961326,0.42426588,0.575818895,2.105919633,0,0,0,0,1,0,1
BSU03190,ycgL,-0.62700941,-0.437280005,-0.892956222,-0.565720661,-0.355436739,-0.012721171,0.741133961,2.149990247,0,0,0,0,0,0,1
BSU39150,yxiJ,-0.739244249,-0.734399842,-0.816794378,-0.601783726,-0.289645439,0.538486948,0.608498679,2.034882008,0,0,0,0,0,0,1
BSU12680,xkdO,-0.87677336,-0.525904947,-1.088161366,0.028951476,-0.264753689,-0.176725611,0.975416362,1.927951135,0,0,1,0,0,0,0
BSU31440,patB,-0.872548729,-0.678388972,-0.889235391,-0.401780201,-0.293897996,0.535729134,0.567742544,2.032379609,0,0,0,0,0,0,1
BSU17170,pksI,-0.92725849,-0.539677218,-0.976156747,-0.343953597,-0.080195188,0.320535753,0.429040814,2.117664672,0,0,0,0,0,0,1
BSU37700,bacE,-0.668215862,-0.513990438,-0.75040286,-0.561332667,-0.492078328,0.196843808,0.607040822,2.182135525,0,0,0,0,0,0,1
BSU18840,xynA,-0.87310364,-0.740912354,-0.889354431,0.153357977,-0.266870149,-0.026072679,0.512230092,2.130725185,0,0,1,0,0,0,1
BSU03430,nucA,-0.630579868,-0.455524039,-0.978361891,-0.392647093,-0.528167428,0.145272399,0.730578203,2.109429719,0,0,0,0,0,0,1
BSU11720,fabI,-0.881057933,-0.675898571,-0.898955601,-0.375349423,-0.277154946,0.431118232,0.641781508,2.035516735,0,0,1,0,1,0,1
BSU17120,pksE,-0.725120789,-0.526177036,-0.916030726,-0.475346128,-0.408667082,0.399769881,0.522657719,2.12891416,0,0,0,0,0,0,1
BSU23140,resB,-0.892256833,-0.728888305,-0.994953967,-0.235201223,-0.218748526,0.426387312,0.649812788,1.993848754,0,0,1,0,0,0,1
BSU23130,resC,-0.758526731,-0.580373088,-0.928963645,-0.381125142,-0.294416278,0.183459642,0.621491508,2.138453734,0,0,1,0,0,0,1
BSU35360,hag,-0.695249667,-0.481787248,-0.709890281,-0.540417236,-0.364862925,0.288733249,0.217732507,2.2857416,0,0,0,0,1,0,1
BSU33040,fumC,-0.908484444,-0.670008877,-0.988245356,-0.052371891,-0.341574606,0.327095392,0.590568256,2.043021525,0,0,1,0,0,0,1
BSU04530,fbpB,-0.777837139,-0.714266658,-0.742281239,-0.33695447,-0.422957677,0.111083736,0.78108417,2.102129278,0,0,1,0,1,0,1
BSU35860,pgdS,-0.678934846,-0.477059219,-0.752021818,-0.539881626,-0.500370332,0.362755469,0.36268794,2.222824431,0,0,0,0,1,0,1
BSU07150,hmoA,-0.771543604,-0.613893529,-1.004666672,-0.288522781,-0.360713705,0.383405726,0.575921354,2.08001321,0,0,0,0,0,0,1
BSU10100,hmoB,-0.780342281,-0.80915972,-0.871349982,-0.328767553,-0.356137834,0.470220274,0.651548126,2.023988971,0,0,0,0,0,0,1
BSU04120,yczI,-0.82544126,-0.747255984,-0.951660933,-0.182851809,-0.213075898,0.184142645,0.661455693,2.074687547,0,0,1,0,0,0,1
BSU34830,yvzA,-0.81490275,-0.612306434,-0.912850093,-0.23367741,-0.307417385,0.230910961,0.484468736,2.165774374,0,0,1,0,0,0,1
BSU31850,yueC,-0.825476584,-0.474667266,-0.820487776,-0.463429433,-0.303625694,0.071974193,0.651607341,2.164105218,0,0,0,0,0,0,1
BSU08160,yfjB,-0.71884874,-0.4939542,-0.835929098,-0.520835245,-0.433816181,0.411751143,0.414565798,2.177066523,0,0,0,0,0,0,1
BSU35640,lytA,-0.776058178,-0.543033402,-0.889333964,-0.318451076,-0.226266804,0.104397284,0.418696822,2.230049316,0,0,0,0,0,0,1
BSU22480,mgsA,-0.871614659,-0.667526162,-0.931543141,-0.304682958,-0.24986927,0.346941474,0.60953854,2.068756175,0,0,0,0,0,0,1
BSU35630,lytB,-0.77594104,-0.612067065,-0.802761285,-0.436229398,-0.24355762,0.179957992,0.485880066,2.204718352,0,0,0,0,0,0,1
BSU35620,lytC,-0.806765906,-0.632167268,-0.81005712,-0.415537281,-0.200644872,0.202971027,0.466370768,2.195830652,0,0,0,0,0,0,1
BSU02730,natK,-0.731751165,-0.440823142,-0.854218561,-0.348788015,-0.403270507,0.138485871,0.384420428,2.255945092,0,0,0,0,0,0,1
BSU16950,pbpX,-0.739753632,-0.502753954,-0.902783021,-0.149275202,-0.466242332,0.189806654,0.33569288,2.235308607,0,0,0,0,0,0,1
BSU13890,ptsG,-0.832166295,-0.644979463,-0.911579098,0.015583362,-0.320432913,-0.179059375,0.804047358,2.068586424,0,0,1,0,0,1,1
BSU18300,ppsE,-0.824335907,-0.503703904,-1.0512039,-0.144111388,-0.331812892,0.452232857,0.268919452,2.134015683,0,0,1,0,0,0,1
BSU17220,pksR,-0.837011821,-0.511476905,-1.081289505,-0.242116097,-0.432205095,0.560200257,0.539263315,2.004635851,0,0,0,0,0,0,1
BSU17200,pksM,-0.690562725,-0.426168814,-0.871803704,-0.39974829,-0.404622277,0.096934218,0.449538239,2.246433354,0,0,0,0,0,0,1
BSU17210,pksN,-0.779556913,-0.444478781,-0.938961868,-0.349233277,-0.450929262,0.371416755,0.432372405,2.159370941,0,0,0,0,0,0,1
BSU17190,pksL,-0.737273445,-0.550285742,-0.869005632,-0.424215557,-0.435453793,0.279764609,0.59155506,2.144914499,0,0,0,0,0,0,1
BSU29930,amyX,-0.798438156,-0.486213061,-0.999452082,-0.093017231,-0.435313554,0.321098181,0.317616908,2.173718995,0,0,0,0,0,0,1
BSU11820,yjcD,-0.852061542,-0.750157344,-0.923939386,-0.159401533,-0.454099566,0.474115674,0.681377742,1.984165955,0,0,1,0,1,0,1
BSU10750,yisK,-0.779908721,-0.624823834,-0.714777037,-0.537230132,-0.459752631,0.524252817,0.472788509,2.119451029,0,0,0,0,1,0,1
BSU31875,yukB,-0.643212431,-0.444610472,-0.742823417,-0.405075449,-0.487109163,-0.119348994,0.589761609,2.252418317,0,0,0,0,0,0,1
BSU39300,yxiD,-0.747612236,-0.608074089,-0.769434572,-0.395628597,-0.399571978,0.128056929,0.606086919,2.186177624,0,0,0,0,0,0,1
BSU10200,yhfE,-0.629679502,-0.603870483,-0.808263767,-0.267271426,-0.361853845,-0.01807446,0.404438078,2.284575405,0,0,0,0,0,0,1
BSU12450,yjpA,-0.816714878,-0.765598483,-0.771076078,-0.624666449,-0.097231451,0.354437267,0.680176187,2.040673885,0,0,0,0,0,0,1
BSU34020,yvbX,-0.776324708,-0.614819726,-0.85203376,-0.580584451,-0.386454332,0.615625873,0.568603861,2.025987242,0,0,0,0,1,0,1
BSU39120,yxiM,-0.725499355,-0.617983952,-0.705593319,-0.420247951,-0.450451794,0.140999177,0.572783638,2.205993555,0,0,0,0,0,0,1
BSU34340,epsD,-0.778476714,-0.684305158,-0.700121643,-0.57178568,-0.283612479,0.62785897,0.252660958,2.137781746,0,0,0,0,0,0,1
BSU16080,ylqH,-0.785223338,-0.613935344,-0.886969914,-0.32185827,-0.432108722,0.384769279,0.535181269,2.12014504,0,0,1,0,1,0,1
BSU11170,yitY,-0.824720572,-0.610030213,-0.920431382,-0.28153006,-0.387786928,0.35226348,0.5691902,2.103045475,0,0,1,0,0,0,1
BSU16070,ylqG,-0.777550317,-0.608222215,-0.794295659,-0.334706142,-0.423053612,0.396940347,0.343632988,2.197254609,0,0,0,0,1,0,1
BSU04090,kipA,-0.786419531,-0.699160044,-0.791370865,-0.4983224,0.243693163,-0.045237929,0.383782034,2.193035571,0,0,0,0,0,0,1
BSU39560,yxeG,-0.905442655,-0.449270362,-1.023746538,-0.079969369,-0.419011763,0.579599798,0.207555874,2.090285015,0,0,1,0,0,0,1
BSU29520,yteJ,-0.844578493,-0.719457704,-0.873498291,-0.128185349,-0.230293868,0.155444112,0.475851551,2.164718041,0,0,1,0,0,0,1
BSU08140,yfjD,-0.734252243,-0.612246845,-0.949517342,-0.261978574,-0.280616544,0.290740761,0.350162458,2.197708331,0,0,1,0,0,0,1
BSU08130,yfjE,-0.833840093,-0.407660743,-0.867035234,-0.269565545,-0.501494883,0.182699949,0.514000597,2.182895952,0,0,0,0,0,0,1
BSU39600,yxeC,-0.838765551,-0.725657053,-0.888510637,-0.393834177,-0.266913863,0.337402489,0.761085864,2.015192928,0,0,1,0,1,0,1
BSU34850,yvcA,-0.816520038,-0.538833162,-0.932825183,-0.276283382,-0.468960597,0.48710432,0.437277428,2.109040614,0,0,0,0,0,0,1
BSU02780,ycdA,-0.735414965,-0.535510262,-0.748198254,-0.334476672,-0.395142814,-0.055889754,0.563127926,2.241504795,0,0,1,0,0,0,1
BSU37020,ywkD,-0.788340182,-0.530003536,-0.792769932,-0.345694367,-0.572507495,0.247752673,0.651885244,2.129677595,0,0,0,0,0,0,1
BSU31890,yukC,-0.635076985,-0.502135869,-0.734885889,-0.374074804,-0.527473643,-0.188571283,0.787066425,2.175152048,0,0,0,0,0,0,1
BSU27580,yrvJ,-0.841883479,-0.629082423,-0.870729295,-0.222953058,-0.398934369,0.478200681,0.345132138,2.140249805,0,0,1,0,1,0,1
BSU18500,yoxD,-0.925650022,-0.657861134,-0.876574473,-0.193895042,-0.217167052,0.255241555,0.480118454,2.135787714,0,0,1,0,0,0,1
BSU32810,yusI,-0.677766588,-0.568060802,-0.848791973,-0.228099893,-0.437775822,0.019058529,0.505931039,2.235505511,0,0,0,0,0,0,1
BSU12690,xkdP,-0.738336528,-0.562865659,-0.71529061,-0.100745068,-0.345787799,-0.499904641,0.826751724,2.136178581,0,0,0,0,0,0,1
BSU31560,nupP,-0.988637117,-0.379509644,-0.903533344,-0.348036344,-0.168305331,0.142293324,0.488432183,2.157296273,0,0,0,0,0,0,1
BSU31570,nupQ,-0.821617314,-0.466076355,-0.957879907,-0.364520143,-0.203124321,0.145641031,0.48618759,2.181389419,0,0,0,0,0,0,1
BSU17810,yndK,-0.943497579,-0.641840681,-1.047312269,0.086079253,-0.131879664,0.128449632,0.466163421,2.083837888,0,0,1,0,0,0,1
BSU29940,ytlR,-0.83223376,-0.528333152,-0.881724223,-0.246758386,-0.418322103,0.421624695,0.308075605,2.177671325,0,0,0,0,0,0,1
BSU19100,yobV,-0.722035983,-0.663139886,-0.924412423,-0.358454403,-0.416118409,0.764199733,0.263427425,2.056533947,0,0,0,0,0,0,1
BSU33840,yvbF,-0.841710065,-0.679905493,-0.972874594,-0.391061428,-0.24300814,0.332214843,0.827801211,1.968543667,0,0,1,0,0,0,1
BSU03770,rapC,-0.736126116,-0.566010132,-0.857139396,-0.478937224,-0.308420912,0.446590273,0.313537114,2.186506394,0,0,0,0,0,0,1
BSU16060,rnhB,-0.843000088,-0.777520994,-0.764132309,-0.447996204,-0.356966237,0.718240931,0.460100159,2.011274742,0,0,0,0,1,0,1
BSU03180,cah,-0.806495356,-0.579410885,-0.854233102,-0.522712824,-0.277456019,0.036753083,1.042484013,1.961071092,0,0,0,0,0,0,1
BSU03780,phrC,-0.756373872,-0.311248785,-1.079749696,-0.439066786,-0.330785815,0.396315184,0.386267922,2.134641849,0,0,0,0,0,0,1
BSU37470,phrF,-0.885779486,-0.496683489,-0.955434647,-0.345320042,-0.088783743,0.360868002,0.233016317,2.178117088,0,0,0,0,0,0,1
BSU29530,sppA,-0.886223591,-0.638642459,-0.904256172,-0.165810317,-0.19790895,0.175165062,0.4527992,2.164877226,0,0,1,0,0,0,1
BSU00600,yabP,-0.905925907,-0.643240367,-1.109703014,-0.161865201,-0.171267434,0.427824115,0.572149104,1.992028703,0,0,1,0,0,0,1
BSU16660,truB,-0.898909561,-0.536796665,-0.98757531,-0.31040562,-0.361291903,0.487437065,0.574254051,2.033287942,0,0,1,0,0,0,1
BSU37130,spo0F,-0.918776903,-0.624616095,-0.891897634,-0.386935097,-0.227901346,0.415491395,0.56722489,2.067410791,0,0,0,0,0,0,1
BSU14490,kinC,-0.882599616,-0.67674461,-0.948649255,-0.326630039,-0.306180733,0.636803325,0.502955532,2.001045396,0,0,0,0,0,0,1
BSU39129,yxzI,-0.651530983,-0.785628659,-0.791129274,-0.483902886,-0.452150086,0.554555817,0.536523356,2.073262716,0,0,0,0,0,0,1
BSU14600,pdhC,-1.007676752,-0.842757684,-1.082750719,-0.067001176,-0.215001385,0.550858289,1.01711498,1.647214448,0,0,1,0,1,0,1
BSU09540,plsC,-1.058520118,-0.970718924,-1.021295764,0.049766894,0.083585831,0.59124479,0.518698122,1.807239169,0,0,1,0,0,0,1
BSU15920,acpA,-1.083727356,-0.800463323,-1.1486964,0.243883416,-0.180905527,0.487278114,0.764914631,1.717716445,0,0,1,0,1,0,1
BSU37490,speB,-0.985790923,-0.805813863,-0.978393742,0.058058862,-0.413808665,0.330490291,1.057732027,1.737526013,0,0,1,0,0,0,0
BSU27410,alaS,-1.056783124,-0.829932593,-1.028620078,0.11925862,-0.176270813,0.518660164,0.589753767,1.863934056,0,0,1,0,0,0,1
BSU28470,lysC,-1.00635889,-0.703254689,-1.101855835,-0.01548525,-0.194815545,0.505029994,0.61870242,1.898037796,0,0,1,0,0,0,1
BSU36870,atpB,-1.009541919,-0.793175743,-1.116208201,-0.027936262,-0.1863312,0.41724482,1.035487453,1.680461053,0,0,1,0,0,0,0
BSU36830,atpA,-0.999869091,-0.837212236,-1.059251558,-0.165586137,-0.076252517,0.39473094,1.036276776,1.707163824,0,0,1,0,0,0,1
BSU36850,atpF,-1.036223243,-0.821804056,-1.034374057,-0.027281258,-0.157947227,0.344018771,0.979123614,1.754487456,0,0,1,0,1,0,1
BSU36810,atpD,-1.014221268,-0.841488088,-1.075360842,-0.18671026,-0.016292832,0.3910634,1.09155523,1.651454661,0,0,1,0,0,0,1
BSU36840,atpH,-1.061163122,-0.86010429,-1.159090821,0.034341076,-0.01406986,0.453075341,0.998749844,1.608261833,0,0,1,0,0,0,1
BSU36880,atpI,-1.128680893,-0.797035771,-1.319079271,0.544795565,0.128330386,0.316191413,0.683890437,1.571588134,0,0,1,0,0,0,0
BSU24080,bcd,-0.928375972,-0.979970697,-1.08192334,0.174232915,0.012965725,0.603436102,0.327367191,1.872268076,0,0,1,0,0,0,1
BSU15150,ftsL,-1.111784553,-0.918846862,-1.068728129,0.181581171,0.202357694,0.384696601,0.517509225,1.813214854,0,0,1,0,0,0,1
BSU14100,ykuJ,-1.144326692,-0.796832201,-1.293364882,0.463839265,0.072024037,0.480566421,0.623489038,1.594605015,0,0,1,0,0,0,1
BSU03100,ycgG,-1.17988258,-1.06987146,-1.033486435,0.382364945,0.132625261,0.54113326,0.634749958,1.59236705,0,0,1,0,0,0,0
BSU36780,ywzB,-1.048742699,-1.050869387,-1.062307383,0.37023676,-0.046868691,0.411264628,0.759196335,1.668090437,0,0,1,0,0,0,1
BSU38499,ywzH,-1.017034914,-0.898129446,-1.171784046,0.268424096,-0.000963723,0.479568817,0.559109387,1.78080983,0,0,1,0,0,0,1
BSU10440,yhjA,-1.128322608,-0.908048094,-1.088179493,0.128997138,0.323140567,0.358612066,0.527732811,1.786067614,0,0,1,0,0,0,1
BSU13810,ykvS,-0.983689175,-1.011415174,-1.006090631,0.059247341,0.022246316,0.557301079,0.513323076,1.849077169,0,0,1,0,0,0,1
BSU38170,qoxA,-1.125140953,-0.894372667,-1.225860221,0.263475034,0.074330045,0.544560602,0.815424849,1.547583311,0,0,1,0,0,0,1
BSU38500,dltA,-1.057380324,-0.879758073,-1.130334386,0.070855165,-0.003808983,0.580807589,0.68034456,1.739274452,0,0,1,0,0,0,1
BSU38520,dltC,-1.005720415,-0.849964409,-1.10254468,0.050516812,-0.154729939,0.501586987,0.783734479,1.777121166,0,0,1,0,0,0,1
BSU22400,dinG,-1.096124135,-0.835615357,-1.191233215,0.123598079,-0.05621382,0.672732647,0.760605601,1.622250199,0,0,1,0,0,0,0
BSU16500,tsf,-1.099421609,-0.884269314,-1.163411136,0.118764293,-0.058382234,0.630547466,0.893183947,1.562988587,0,0,1,0,1,0,1
BSU23150,resA,-1.044517562,-0.814960322,-1.146959344,0.110424574,-0.128476506,0.575809547,0.690001598,1.758678015,0,0,1,0,0,0,1
BSU00240,csfB,-0.963269359,-0.647556852,-1.027277171,0.182353723,-0.588713145,0.372422049,0.831516291,1.840524465,0,0,1,0,0,0,0
BSU14390,fruK,-1.054228887,-0.86818915,-1.070518186,0.421365888,0.01870363,-0.121617131,1.005791918,1.668691919,0,0,1,0,0,1,1
BSU02980,opuAA,-1.127469229,-0.895661088,-1.285408158,0.493947093,0.096871178,0.515109476,0.695178732,1.507431996,0,0,1,0,0,0,0
BSU13900,ptsH,-1.162475283,-0.887485069,-1.204705994,0.353092718,0.233032875,0.464702442,0.560473806,1.643364506,0,0,1,0,0,0,1
BSU_MISC_RNA_3,BSU_MISC_RNA_3,-0.95013067,-1.010118278,-1.115466923,0.198515071,-0.157266273,0.542888144,0.815792321,1.675786608,0,0,1,0,1,0,1
BSU40850,maa,-0.881378804,-0.490979683,-1.560152893,0.287358559,-0.176612878,0.58027368,0.579725919,1.6617661,0,0,1,0,0,0,0
BSU29460,moaB,-1.255781382,-0.746633856,-1.295814513,0.574910409,0.135645673,0.410684481,0.701718614,1.475270575,0,0,1,0,0,0,0
BSU39540,yxeI,-1.034476051,-0.383237754,-1.425628878,0.443801555,-0.150273309,0.107844242,0.702434744,1.739535451,0,0,1,0,0,0,0
BSU04140,pbpC,-1.04519486,-0.94276669,-1.065420108,0.232267594,0.268298564,0.119104928,0.591536668,1.842173905,0,0,1,0,0,0,1
BSU15160,pbpB,-1.034294484,-0.881444026,-1.140395852,0.297149785,0.117443225,0.396787789,0.389642888,1.855110675,0,0,1,0,0,0,1
BSU15890,plsX,-1.102385743,-0.925109064,-1.175539991,0.211759309,0.145915388,0.514184602,0.665929914,1.665245586,0,0,1,0,0,0,1
BSU15020,coaD,-1.027583474,-0.945330545,-1.049873747,0.035738899,-0.059726171,0.724760535,0.560095658,1.761918845,0,0,1,0,0,0,1
BSU14400,fruA,-1.01760478,-0.792212069,-1.038600511,0.231607767,-0.021666553,-0.181819866,1.098712082,1.72158393,0,0,1,0,0,1,1
BSU03470,hxlR,-1.139371711,-1.044769381,-1.000728533,0.546192174,0.028445567,0.254390951,0.693158464,1.662682469,0,0,1,0,0,0,0
BSU41050,rnpA,-1.146155254,-0.94398397,-1.206640651,0.527361681,0.006687629,0.572795374,0.685649224,1.504285968,0,0,1,0,0,0,1
BSU35650,tagU,-1.088054089,-0.876601036,-1.094954002,-0.103177302,0.152047454,0.433437874,0.897554783,1.679746318,0,0,1,0,0,0,1
BSU15460,rluD,-0.989683702,-0.83052822,-1.08977909,0.001388974,-0.034819182,0.317510369,0.768253881,1.85765697,0,0,1,0,0,0,1
BSU38510,dltB,-1.006762031,-0.84588251,-1.023335371,-0.011321921,-0.110228502,0.389808302,0.729682652,1.878039381,0,0,1,0,0,0,1
BSU38530,dltD,-1.021465023,-0.781663985,-1.115633851,0.005538906,-0.116258355,0.416955911,0.80580055,1.806725848,0,0,1,0,0,0,1
BSU09120,yhcK,-0.932806748,-0.685368468,-1.124286224,0.327876409,-0.222734051,0.091511766,0.569317534,1.976489783,0,0,1,0,0,0,1
BSU27480,yrrC,-1.04567637,-0.9134757,-1.180762461,0.139773563,-0.051484183,0.580396813,0.871340506,1.599887832,0,0,1,0,0,0,0
BSU36400,flhO,-1.109678059,-0.835606201,-1.047816914,0.111543162,-0.002757631,0.623589866,0.417726139,1.842999639,0,0,1,0,1,0,1
BSU00580,yabN,-1.10348811,-0.905280669,-1.20247961,0.607802883,0.137888678,0.377521745,0.409226971,1.678808111,0,0,1,0,0,0,1
BSU09050,yhcE,-1.064818702,-0.868367569,-1.258634443,0.507706413,0.001619879,0.137617752,1.191714942,1.353161728,0,0,1,0,0,0,0
BSU31510,yufK,-0.997415953,-0.695236522,-1.135276459,0.102291154,-0.059122596,0.311188564,0.507786963,1.965784849,0,0,1,0,0,0,1
BSU10760,yisL,-1.068895541,-0.866571523,-1.130917788,0.018816467,-0.075937647,0.676771491,0.793166225,1.653568316,0,0,1,0,1,0,1
BSU04630,ydcC,-1.036745872,-1.012102268,-1.125416748,0.278350263,0.202795841,0.468535904,0.471304418,1.753278463,0,0,1,0,0,0,1
BSU28840,ysdA,-1.092697605,-0.90975646,-1.09950094,0.351344874,-0.295350084,0.77754509,0.697545239,1.570869884,0,0,1,0,0,0,0
BSU32200,yutJ,-1.175055697,-0.836017895,-1.236837622,0.272389441,0.220648874,0.468198617,0.677494159,1.609180123,0,0,1,0,0,0,0
BSU04150,ycsN,-0.970501155,-0.762692418,-1.161280115,0.017084939,0.017084621,0.292426031,0.673709357,1.89416874,0,0,1,0,0,0,1
BSU38540,dltE,-0.995425976,-0.843207323,-1.079168216,-0.081857189,-0.05689676,0.447947755,0.794150752,1.814456957,0,0,1,0,0,0,1
BSU01140,ybaC,-1.048680677,-0.902874163,-1.213207802,0.543507016,-0.197369974,0.586163498,0.645419008,1.587043095,0,0,1,0,0,0,0
BSU00590,yabO,-1.038141959,-0.794925933,-1.163150278,0.305609143,0.043437121,0.350146556,0.413194242,1.883831108,0,0,1,0,0,0,1
BSU09210,yhcT,-1.046808532,-0.605649082,-1.343346165,0.412128167,-0.134384381,0.359502988,0.616137573,1.742419431,0,0,1,0,0,0,0
BSU38250,ywbO,-1.039368635,-0.833845088,-1.231022774,0.375403251,-0.181606293,0.508917765,0.75779419,1.643727583,0,0,1,0,0,0,1
BSU15930,rnc,-1.099959634,-0.853203853,-1.214163092,0.445296016,-0.039862131,0.46817009,0.628065815,1.66565679,0,0,1,0,0,0,1
BSU01040,rplJ,-1.013115626,-0.90550991,-1.123205986,0.175295356,-0.249896991,0.590623641,0.902220177,1.62358934,0,0,1,0,1,0,0
BSU01180,rplW,-1.049030874,-0.87987389,-1.121228956,0.266769626,-0.323909936,0.84331643,0.674713286,1.589244315,0,0,1,0,1,0,1
BSU01400,rpmJ,-1.038523676,-0.815613151,-1.175994484,0.06428647,-0.131081567,0.613609194,0.798930038,1.684387177,0,0,1,0,1,0,1
BSU29660,rpsD,-1.173354752,-0.889433558,-1.244286485,0.458438669,0.086897426,0.553890371,0.702620742,1.505227587,0,0,1,0,0,0,1
BSU01060,ybxB,-0.843703062,-0.866806712,-1.103580994,0.217937928,-0.481463863,0.411502117,0.935440403,1.730674182,0,0,1,0,1,0,1
BSU15140,mraW,-1.06551097,-0.814778158,-1.030064322,0.152343139,0.012381198,0.381411165,0.415235136,1.948982811,0,0,1,0,0,0,1
BSU15450,lspA,-1.017179596,-0.766124957,-1.132496033,-0.129269443,-0.072278955,0.467383101,0.910067551,1.739898333,0,0,1,0,0,0,1
BSU16140,codV,-1.121075695,-0.901091552,-1.236210667,0.412349723,0.136549634,0.400022249,0.714548433,1.594907875,0,0,1,0,0,0,0
BSU37500,speE,-1.074182047,-0.875979631,-1.102729619,0.022368658,-0.11006673,0.671242531,0.815888558,1.653458281,0,0,1,0,1,0,1
BSU13930,splB,-0.953761963,-0.782190716,-1.05778396,0.235340026,-0.21489923,0.275405449,0.520087902,1.977802493,0,0,1,0,0,0,0
BSU_MISC_RNA_40,BSU_MISC_RNA_40,-0.844465925,-0.792307875,-1.167967445,0.205615825,-0.30727227,0.474629968,0.517219876,1.914547847,0,0,1,0,0,0,0
BSU30990,thiT,-1.141750724,-0.868233958,-1.169576806,0.474748484,-0.071359437,0.444793534,0.702719805,1.628659101,0,0,1,0,0,0,1
BSU05900,thiL,-1.038818324,-0.954367866,-1.018208294,-0.015498671,-0.153284661,0.665544733,0.842036891,1.672596192,0,0,1,0,0,0,0
BSU_MISC_RNA_14,BSU_MISC_RNA_14,-1.099018207,-1.014783825,-1.203251842,0.494291256,0.246470724,0.473349413,0.515634088,1.587308392,0,0,1,0,0,0,1
BSU15880,fapR,-1.096000639,-0.922244732,-1.178011285,0.222217512,0.237343212,0.468941002,0.557872965,1.709881965,0,0,1,0,0,0,1
BSU14380,fruR,-0.95863235,-0.743339291,-1.045195952,0.34474548,-0.136649258,-0.228301697,0.926950746,1.840422322,0,0,1,0,0,1,1
BSU27080,levR,-0.914142856,-0.63476082,-1.210686394,0.042257661,-0.116816718,0.236501823,0.646746483,1.950900821,0,0,1,0,0,0,0
BSU37080,rho,-1.166509103,-0.891301635,-1.148887022,0.131191691,0.205420154,0.519100041,0.710489884,1.64049599,0,0,1,0,0,0,1
BSU_TRNA_15,trnJ-Leu1,-0.991709588,-1.111940531,-1.176394163,0.742397882,-0.080933726,0.322663805,0.92573707,1.370179252,0,0,1,0,0,0,0
BSU_TRNA_44,trnD-Leu2,-1.213091775,-1.123429476,-0.802366561,0.55067648,-0.182024829,0.235528264,1.171700375,1.363007522,0,0,1,0,0,0,0
BSU16160,clpY,-1.091971606,-0.941924201,-1.172238888,0.113437846,0.097269838,0.527786127,0.917024548,1.550616335,0,0,1,0,0,0,0
BSU16150,clpQ,-1.048471476,-1.01326059,-1.091630588,0.107169441,0.00776729,0.499720421,0.954254145,1.584451358,0,0,1,0,0,0,0
BSU38480,ywaC,-1.239756783,-0.851128912,-1.208695164,1.066303142,1.105490678,0.921235929,-0.052479615,0.259030725,0,0,1,0,0,0,0
BSU00740,pabB,-1.177550164,-1.014733897,-1.255448428,0.758505243,0.926533262,1.183750833,0.240013194,0.338929958,0,0,1,0,0,0,0
BSU00750,pabA,-1.226635869,-1.041773702,-1.271746893,0.842098378,0.907971919,0.952246566,0.392198701,0.445640899,0,0,1,0,0,0,0
BSU23250,ribH,-1.205482376,-0.934281888,-1.343039853,0.454542643,1.108675906,0.967382998,0.325722532,0.626480038,0,0,1,0,0,0,0
BSU00840,mcsA,-1.289659554,-0.960032003,-1.227216007,0.686808389,1.294298222,0.397609838,0.526307789,0.571883326,0,0,1,0,-1,0,0
BSU11520,mecA,-1.283624644,-0.980639983,-1.203077245,1.018570735,1.041303355,0.796423777,0.321028423,0.290015582,0,0,1,0,0,0,0
BSU06440,purB,-1.146628469,-0.958296446,-1.208734584,0.653905231,1.062248218,0.961050725,-0.24023105,0.876686375,0,0,1,0,0,-1,1
BSU18120,alsT,-1.192597677,-0.99698475,-1.291710256,0.762232807,1.162267753,0.85964518,0.37460093,0.322546013,0,0,1,0,0,0,0
BSU00850,mcsB,-1.219846662,-1.005539084,-1.287130432,0.573434613,1.244618663,0.508923587,0.545321263,0.640218051,0,0,1,0,-1,0,0
BSU00860,clpC,-1.205405171,-0.99833897,-1.3015801,0.379792461,1.227809104,0.586237419,0.636015638,0.675469619,0,0,1,0,0,0,0
BSU05990,tatCY,-1.21855238,-1.023926031,-1.30367941,0.931897904,0.956051015,0.75928398,0.494811997,0.404112925,0,0,1,0,0,0,0
