locus_tag,gene,rSS_average
BSU38000,ywdD,1.067264988
BSU38018,ywzG,0.827783295
BSU38020,pdxK,0.908456525
BSU38030,ywdA,1.079742722
BSU38040,sacA,0.874282582
BSU38050,sacP,0.721262402
BSU38060,ywcJ,1.036194995
BSU38070,sacT,0.983455098
BSU38080,ywcI,1.052829662
BSU38090,vpr,0.991234705
BSU38100,ywcH,1.106058474
BSU38110,nfrA,0.977747035
BSU38130,ywcE,1.110321009
BSU38180,ywzA,0.997486088
BSU38190,galT,1.101074522
BSU38200,galK,1.068160217
BSU38210,ywcD,0.548482182
BSU38220,ywcC,1.600719099
BSU38229,slrA,0.603871209
BSU38230,ywcB,1.193856295
BSU38240,ywcA,0.867220985
BSU38250,ywbO,0.535611853
BSU38260,efeN,1.10763063
BSU38270,efeM,0.979328565
BSU38280,efeU,0.827718284
BSU38290,thiE,0.904533411
BSU38300,thiM,0.986236719
BSU38320,cidA,0.931432567
BSU38330,lrgB,0.916356515
BSU38340,ywbF,0.94359338
BSU38350,ywbE,0.876630061
BSU38360,ywbD,0.901709486
BSU38370,ywbC,0.954641483
BSU38380,ywbB,1.027446187
BSU38390,ywbA,0.97810297
BSU38400,epr,1.034556905
BSU38410,sacX,0.242879909
BSU38430,gspA,0.912739379
BSU38440,ywaF,0.801920054
BSU38450,ywaE,0.818583466
BSU38460,tyrZ,0.959071258
BSU38470,ywaD,0.994849956
BSU38480,ywaC,1.012196071
BSU38499,ywzH,1.062330333
BSU38500,dltA,0.839107225
BSU38510,dltB,0.683968198
BSU38520,dltC,0.814711626
BSU38530,dltD,0.877763083
BSU38540,dltE,0.910746705
BSU38550,ilvK,1.082587244
BSU38560,licH,0.973536879
BSU38570,licA,0.691486197
BSU38580,licC,1.027509933
BSU38590,licB,0.908321127
BSU38600,licR,0.995013298
BSU38610,yxzF,1.186447531
BSU38620,aag,1.12039519
BSU38630,katX,1.082322147
BSU38640,yxlH,0.674357348
BSU38650,yxlG,1.012983643
BSU38660,yxlF,1.039691595
BSU38670,yxlE,0.960695728
BSU38680,yxlD,1.001431298
BSU38700,sigY,0.903070922
BSU38710,yxlA,0.919073819
BSU38720,yxkO,0.984122806
BSU38740,cydC,0.910438524
BSU38750,cydB,0.970446556
BSU38760,cydA,1.010890745
BSU38770,cimH,1.106809538
BSU38780,yxkI,1.052370286
BSU38790,yxzE,1.161360698
BSU38800,yxkH,0.892404787
BSU38810,msmX,0.771436012
BSU38820,yxkF,0.997209687
BSU38830,aldY,1.013919632
BSU38840,yxkD,0.880391075
BSU38850,yxkC,1.053813415
BSU38860,galE,0.558916809
BSU38870,yxkA,0.952780027
BSU38880,yxjO,1.019182501
BSU38890,yxjN,1.016100744
BSU38900,yxjM,0.971858576
BSU38910,yxjL,1.232106612
BSU38920,pepT,1.173651308
BSU38930,yxjJ,1.201713694
BSU38940,yxjI,1.161189965
BSU38950,yxjH,0.902614292
BSU38960,yxjG,1.062324376
BSU38970,yxjF,0.972910122
BSU38980,scoB,0.949068844
BSU38990,scoA,0.913048294
BSU39010,yxjB,0.961466891
BSU39020,yxjA,0.73896076
BSU39029,yxiT,0.980159241
BSU39030,yxiT,1.074298716
BSU39040,yxiS,1.151087236
BSU39050,katE,1.06253745
BSU39060,citH,1.008508762
BSU39070,bglS,0.849120436
BSU39080,licT,0.907728163
BSU39090,yxiP,0.694684205
BSU39100,yxiO,0.882350303
BSU39110,deaD,1.030019234
BSU39120,yxiM,0.974118777
BSU39129,yxzI,1.180765321
BSU39139,yxzJ,1.028102878
BSU39140,yxiK,0.966338082
BSU39150,yxiJ,0.846678446
BSU39160,yxiI,0.844119918
BSU39170,yxzG,0.881590821
BSU39180,yxiH,0.933690925
BSU39190,yxiG,1.012256728
BSU39200,yxzC,1.005340467
BSU39230,wapA,0.995089166
BSU39240,yxxF,0.961879363
BSU39250,yxiE,1.002974887
BSU39260,bglH,1.076959475
BSU39270,bglP,0.754286762
BSU39300,yxiD,0.977470118
BSU39310,yxiC,1.026626088
BSU39320,yxiB,0.988971949
BSU39330,abnB,0.998034163
BSU39339,yxzL,1.010352042
BSU39340,hutP,1.013477828
BSU39350,hutH,1.025215948
BSU39360,hutU,1.084704629
BSU39370,hutI,1.032126485
BSU39380,hutG,1.112218313
BSU39390,hutM,1.060411798
BSU39400,pdp,0.879746675
BSU39410,nupC,0.881649954
BSU39420,deoC,0.940223622
BSU39440,yxxB,0.875607933
BSU39450,yxeR,0.952327466
BSU39460,yxeQ,1.112672201
BSU39470,yxeP,1.172810355
BSU39480,yxeO,0.897044356
BSU39490,yxeN,0.924263913
BSU39500,yxeM,0.718105327
BSU39520,yxeK,0.98878906
BSU39530,yxeJ,1.190733176
BSU39540,yxeI,0.878071683
BSU39550,yxeH,0.933233334
BSU39560,yxeG,0.990172561
BSU39570,yxeF,0.908775877
BSU39580,yxeE,1.225181825
BSU39590,yxeD,1.078524873
BSU39600,yxeC,0.933439885
BSU39610,yxeB,1.017910535
BSU39620,yxeA,1.177039163
BSU39630,yxdM,1.069543401
BSU39640,yxdL,1.209843883
BSU39650,yxdK,0.730202862
BSU39660,yxdJ,1.045852415
BSU39670,iolJ,1.115444237
BSU39680,iolI,0.817686552
BSU39690,iolH,1.027500205
BSU39700,iolG,1.017849473
BSU39710,iolF,1.042987729
BSU39720,iolE,1.079572005
BSU39730,iolD,1.188886713
BSU39740,iolC,1.116145235
BSU39750,iolB,0.962546201
BSU39760,mmsA,1.040323733
BSU39770,iolR,0.936254771
BSU39780,iolS,0.718529497
BSU39790,yxcE,1.100997355
BSU39800,yxcD,0.906487712
BSU39810,csbC,0.980172888
BSU39820,htpG,1.101593058
BSU39830,yxcA,0.948038603
BSU39840,yxbG,1.057879299
BSU39850,yxbF,0.993726126
BSU39860,aldX,1.107977215
BSU39870,yxbD,1.057483554
BSU39880,yxbC,0.934034072
BSU39890,yxbB,1.026388272
BSU39900,aslA,1.065824473
BSU39910,yxnB,0.86976143
BSU39920,asnH,0.926284458
BSU39930,yxaM,0.976768513
BSU39940,yxaL,0.961263723
BSU39950,yxaJ,1.14701743
BSU39960,yxaI,1.11155466
BSU39980,qodI,0.91014613
BSU39990,yxaF,1.032657546
BSU40000,yxnA,0.944627263
BSU40010,yxaD,1.084496933
BSU40021,yxzK,0.931145816
BSU40022,yxaC,1.069527
BSU40030,yxaB,0.98749864
BSU40040,glxK,0.707925025
BSU40050,gntR,0.640455683
BSU40060,gntK,0.956524397
BSU40070,gntP,0.942446024
BSU40080,gntZ,0.912814092
BSU40090,ahpC,0.770927319
BSU40100,ahpF,0.723151214
BSU40110,bglA,0.94844436
BSU40120,yyzE,0.648631368
BSU40130,yydK,1.104614746
BSU40139,yyzN,1.029355001
BSU40140,yydJ,0.586062818
BSU40150,yydI,0.550025296
BSU40160,yydH,1.071036686
BSU40170,yydG,0.868870543
BSU40180,yydF,0.96536524
BSU40190,fbp,0.95089297
BSU40200,yydD,0.896331776
BSU40210,yydC,0.965361417
BSU40220,yydB,1.06965176
BSU40240,yycS,1.022332037
BSU40250,yycR,0.966475744
BSU40259,yyzG,0.936103936
BSU40260,yycQ,0.916858474
BSU40270,yycP,0.992452088
BSU40280,yycO,0.807692618
BSU40290,yycN,1.017829291
BSU40300,rapG,1.288595521
BSU40310,phrG,0.737205671
BSU40320,argI,1.05498107
BSU40330,rocE,0.978297712
BSU40340,rocD,0.976112802
BSU40350,rocR,0.884712618
BSU40359,yyzO,1.17048072
BSU40360,htrC,1.05966765
BSU40380,yycI,0.342550834
BSU40390,walH,0.399357411
BSU40420,purA,1.089929667
BSU40430,yycE,0.967990273
BSU40450,yycD,0.960320724
BSU40460,yyzB,1.098524483
BSU40470,yycC,0.970808665
BSU40480,yycB,0.810236857
BSU40490,yycA,0.826795515
BSU40500,rplI,1.005792671
BSU40510,yybT,0.900624164
BSU40520,yybS,0.973657012
BSU40529,yyzH,0.987360484
BSU40530,cotF,0.953855414
BSU40540,yybR,0.897070258
BSU40560,yybP,1.089727972
BSU40570,yybO,1.136152433
BSU40573,yyzI,1.047262717
BSU40574,yyzJ,1.018623879
BSU40578,yyzK,1.046681341
BSU40579,yyzL,1.083251848
BSU40580,yybN,0.909552959
BSU40590,yybM,1.076426485
BSU40600,yybL,0.864832486
BSU40610,yybK,1.205483849
BSU40620,yybJ,1.122161448
BSU40630,yybI,1.089868574
BSU40640,yybH,0.988221318
BSU40650,yybG,0.954607039
BSU40660,yybF,1.126103703
BSU40670,yybE,0.945239122
BSU40680,yybD,0.918236011
BSU40690,yybC,0.93497482
BSU40700,yybB,0.968773108
BSU40710,yybA,1.078962855
BSU40720,yyaT,0.948390639
BSU40730,yyaS,1.077147523
BSU40740,yyaR,1.092365463
BSU40750,yyaQ,0.897352305
BSU40760,yyaP,1.162116867
BSU40770,tetB,1.174397082
BSU40780,tetL,0.972197756
BSU40790,yyaO,0.998887326
BSU40800,yyaN,1.244608092
BSU40810,yyaM,0.955394887
BSU40820,yyaL,1.019610172
BSU40830,yyaK,1.071594666
BSU40840,yyaJ,1.113626674
BSU40850,maa,0.910379118
BSU40860,yyaH,1.018878033
BSU40870,ccpB,0.926749882
BSU40880,exoAA,1.007574761
BSU40920,engD,0.818627272
BSU40930,yyaE,0.980614952
BSU40940,yyaD,1.056556297
BSU40950,yyaC,0.506719975
BSU40960,parB,0.075585334
BSU40970,parA,0.653118896
BSU40980,yyaB,1.097717141
BSU40990,noc,0.994296104
BSU41000,rsmG,0.369059587
BSU41010,trmF,0.878212545
BSU41020,trmE,1.116457122
BSU41030,jag,0.812704397
BSU41040,oxaAA,0.012679253
BSU41060,rpmH,0.231199742
